benzyl chloride,toluene,"this is an example of a ritter reaction: c6h5ch2oh + ncchch2 → c6h5ch2n(h)c(o)chch2   benzyl alcohol is used as a general solvent for inks, waxes, shellacs, paints, lacquers, and epoxy resin coatings.","other reported methods for producing 1,2,3-trichloropropane include the addition of chlorine to allyl chloride, reaction of thionyl chloride with glycerol, and the reaction of phosphorus pentachloride with either 1,3- or 2,3-dichloropropanol.",benzyl chloride also reacts readily with metallic magnesium to produce a grignard reagent.,"industrially, benzyl chloride is the precursor to benzyl esters which are used as plasticizers, flavorants, and perfumes.","benzoic acid (c6h5cooh) can be prepared by oxidation of benzyl chloride in the presence of alkaline kmno4: c6h5ch2cl + 2 koh + 2 [o] → c6h5cook + kcl + h2o benzyl chloride may be used in the synthesis of amphetamine-class drugs, and for this reason, sales of benzyl chloride are monitored as a list ii drug precursor chemical by the us drug enforcement administration."
diethyl chlorophosphate,diethyl phosphite,benzyl chloride also reacts readily with metallic magnesium to produce a grignard reagent.,"benzoic acid (c6h5cooh) can be prepared by oxidation of benzyl chloride in the presence of alkaline kmno4: c6h5ch2cl + 2 koh + 2 [o] → c6h5cook + kcl + h2o benzyl chloride may be used in the synthesis of amphetamine-class drugs, and for this reason, sales of benzyl chloride are monitored as a list ii drug precursor chemical by the us drug enforcement administration.","this is an example of a ritter reaction: c6h5ch2oh + ncchch2 → c6h5ch2n(h)c(o)chch2   benzyl alcohol is used as a general solvent for inks, waxes, shellacs, paints, lacquers, and epoxy resin coatings.","other reported methods for producing 1,2,3-trichloropropane include the addition of chlorine to allyl chloride, reaction of thionyl chloride with glycerol, and the reaction of phosphorus pentachloride with either 1,3- or 2,3-dichloropropanol.","industrially, benzyl chloride is the precursor to benzyl esters which are used as plasticizers, flavorants, and perfumes."
"2,4-dichlorophenol",phenol,benzyl chloride also reacts readily with metallic magnesium to produce a grignard reagent.,"benzoic acid (c6h5cooh) can be prepared by oxidation of benzyl chloride in the presence of alkaline kmno4: c6h5ch2cl + 2 koh + 2 [o] → c6h5cook + kcl + h2o benzyl chloride may be used in the synthesis of amphetamine-class drugs, and for this reason, sales of benzyl chloride are monitored as a list ii drug precursor chemical by the us drug enforcement administration.","industrially, benzyl chloride is the precursor to benzyl esters which are used as plasticizers, flavorants, and perfumes.","this is an example of a ritter reaction: c6h5ch2oh + ncchch2 → c6h5ch2n(h)c(o)chch2   benzyl alcohol is used as a general solvent for inks, waxes, shellacs, paints, lacquers, and epoxy resin coatings.","dichlorophenol 2,4-dichlorophenol 6-monooxygenase  "
propylene oxide,propylene chlorohydrin,industrial production of propylene oxide starts from propylene.,"propylene oxide is commonly used in the preparation of biological samples for electron microscopy, to remove residual ethanol previously used for dehydration.",benzyl chloride also reacts readily with metallic magnesium to produce a grignard reagent.,"propylene oxide was once used as a racing fuel, but that usage is now prohibited under the us nhra rules for safety reasons.","the united states food and drug administration has approved the use of propylene oxide to pasteurize raw almonds beginning on september 1, 2007, in response to two incidents of contamination by salmonella in commercial orchards, one incident occurring in canada and one in the united states."
phosphorus pentoxide,red phosphorus,"this form can be made by condensing the vapor of phosphorus pentoxide rapidly, the result is an extremely hygroscopic solid.","propylene oxide is commonly used in the preparation of biological samples for electron microscopy, to remove residual ethanol previously used for dehydration.",the dehydration of phosphoric acid to give phosphorus pentoxide is not possible as on heating metaphosphoric acid will boil without losing all its water.,benzyl chloride also reacts readily with metallic magnesium to produce a grignard reagent.,industrial production of propylene oxide starts from propylene.
d-calcium pantothenate,(r)-pantolactone,the dehydration of phosphoric acid to give phosphorus pentoxide is not possible as on heating metaphosphoric acid will boil without losing all its water.,"this form can be made by condensing the vapor of phosphorus pentoxide rapidly, the result is an extremely hygroscopic solid.",benzyl chloride also reacts readily with metallic magnesium to produce a grignard reagent.,industrial production of propylene oxide starts from propylene.,"propylene oxide is commonly used in the preparation of biological samples for electron microscopy, to remove residual ethanol previously used for dehydration."
methylene diphenyl diisocyanate,aniline,industrial production of propylene oxide starts from propylene.,the dehydration of phosphoric acid to give phosphorus pentoxide is not possible as on heating metaphosphoric acid will boil without losing all its water.,"methylene diphenyl diisocyanate, most often abbreviated as mdi, is an aromatic diisocyanate.",benzyl chloride also reacts readily with metallic magnesium to produce a grignard reagent.,"propylene oxide is commonly used in the preparation of biological samples for electron microscopy, to remove residual ethanol previously used for dehydration."
sulfur trioxide,sulfur dioxide,the dehydration of phosphoric acid to give phosphorus pentoxide is not possible as on heating metaphosphoric acid will boil without losing all its water.,liquid sulfur trioxide has a vapor pressure consistent with the gamma form.,benzyl chloride also reacts readily with metallic magnesium to produce a grignard reagent.,nist standard reference database chemsub online   hypervalent molecule sulfur trioxide pyridine complex  ,"sulfur trioxide also reacts with sulfur dichloride to yield the useful reagent, thionyl chloride."
potassium perchlorate,sodium perchlorate,"potassium perchlorate can be used as an antithyroid agent used to treat hyperthyroidism, usually in combination with one other medication.",liquid sulfur trioxide has a vapor pressure consistent with the gamma form.,benzyl chloride also reacts readily with metallic magnesium to produce a grignard reagent.,potassium perchlorate is the inorganic salt with the chemical formula kclo4.,"as an oxidizer, potassium perchlorate can be used safely in the presence of sulfur, whereas potassium chlorate cannot."
hydrochloric acid,chloromethane,"hydrochloric acid is a colorless, highly pungent solution of hydrogen chloride (hcl) in water.",free hydrochloric acid was first formally described in the 16th century by libavius.,benzyl chloride also reacts readily with metallic magnesium to produce a grignard reagent.," physical properties of hydrochloric acid, such as boiling and melting points, density, and ph, depend on the concentration or molarity of hcl in the aqueous solution.",liquid sulfur trioxide has a vapor pressure consistent with the gamma form.
zinc chromate,sodium dichromate," physical properties of hydrochloric acid, such as boiling and melting points, density, and ph, depend on the concentration or molarity of hcl in the aqueous solution.",benzyl chloride also reacts readily with metallic magnesium to produce a grignard reagent.,"zinc chromate, zncro4, is a chemical compound containing the chromate anion, appearing as odorless yellow powder or yellow-green crystals, but, when used for coatings, pigments are often added.","recent studies have shown that not only is zinc chromate highly toxic, it is also a carcinogen.",because of its toxicity the use of zinc chromate has greatly diminished in recent years.
potassium sorbate,crotonaldehyde,tube feeding of potassium sorbate reduces gastric burden of pathogenic bacteria.,"typical culinary usage rates of potassium sorbate are 0.025% to 0.1% (see sorbic acid), which in a 100 g serving yields an intake of 25 mg to 100 mg.","potassium sorbate is found to be toxic to human dna in peripheral blood lymphocytes, hence it negatively affects immunity.",because of its toxicity the use of zinc chromate has greatly diminished in recent years.,"potassium sorbate is the potassium salt of sorbic acid, chemical formula ch3ch=ch−ch=ch−co2k."
